spam,http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ‹¯¨
ham,go here to check the views :3‹¯¨
ham,thumbs up if u checked this video to see hw views it got‹¯¨
spam,Plz subscribe to my channel and I will subscribe back xx‹¯¨
ham,i check back often to help reach 2x10^9 views and I avoid watching Baby‹¯¨
ham,This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.‹¯¨
spam,https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!‹¯¨
spam,get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ‹¯¨
spam,Pls follow this channel!! http://www.twitch.tv/sevadus‹¯¨
spam,hi guys check my youtube channel‹¯¨
spam,Subscribe and like to me for more how to videos on minecraft!‹¯¨
spam,http://tankionline.com#friend=cd92db3f4 great game check it out!‹¯¨
spam,Subscribe ME!‹¯¨
ham,Im just to check how much views it has‹¯¨
ham,The first comment is chuck norrus ovbiously :D‹¯¨
ham,Behold the most viewed youtube video in the history of ever‹¯¨
ham,when is this gonna hit 2 billion?‹¯¨
ham,the most viewed youtube video of all time?‹¯¨
ham,"969,210 dislikes like dislike themselves‹¯¨"
ham,psy=korean‹¯¨
ham,"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ‹¯¨"
ham,"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.‹¯¨"
ham,It's been back for quite a while now.
ham,2 Billions in 2014
spam,plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!‹¯¨
spam,Sub my channel!‹¯¨
spam,http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ‹¯¨
spam,http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ‹¯¨
spam,"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.‹¯¨"
spam,http://hackfbaccountlive.com/?ref=4604617‹¯¨
spam,"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ‹¯¨"
spam,-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------‹¯¨
spam,"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !‹¯¨"
spam,http://woobox.com/33gxrf/brt0u5 FREE CS GO!!!!‹¯¨
ham,Admit it you just came here to check the number of viewers ‹¯¨
ham,"Just coming to check if people are still viewing this video. And  apparently, they still do.‹¯¨"
spam,Check my first video out‹¯¨
spam,Check my channel‹¯¨
ham,PSY - GANGNAM STYLE (ˆø?‰????¡Ÿ?¬) M/V: http://youtu.be/9bZkp7q19f0‹¯¨
spam,Suscribe My Channel Please XD lol‹¯¨
ham,Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)‹¯¨
spam,http://binbox.io/1FIRo#123‹¯¨
ham,Ching Ching ling long ding ring yaaaaaa Ganga sty FUCK YOU.‹¯¨
spam,https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project‹¯¨
spam,There is one video on my channel about my brother...‹¯¨
spam,"Check my channel, please!‹¯¨"
spam,"Does anyone here use gift cards like Amazon, itunes, psn, google play,  itunes, or any other gift cards? Then you'll be happy to know you can get  free gift card codes for free from an amazing site. Here is a $50 itunes  gift card code XXBB5TCZHM39HVZD‹¯¨"
ham,Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:‹¯¨
spam,Plizz withing my channel ‹¯¨
spam,I made a gaming channel (Unique right?) :L Angry Minecraft!‹¯¨
spam,Please help me go here http://www.gofundme.com/littlebrother‹¯¨
spam,Anybody who subscribes to me will get 10 subscribers‹¯¨
spam,http://thepiratebay.se/torrent/6381501/Timothy_Sykes_Collection‹¯¨
spam,"My videos are half way decent, check them out if you want.‹¯¨"
ham,"they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . ‹¯¨"
spam,subscribe to itz recaps and above diddle‹¯¨
ham,Screw this Chinese crap i dont even understand what he is saying. Why isn't  he speaking English like everyone should?‹¯¨
spam,need money?Enjoy https://www.tsu.co/emerson_zanol‹¯¨
spam,Sub to my channel visuelgamingzNL I sub back‹¯¨
spam,please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back :D hoppa HOPPA GaNgAm StYlE‹¯¨
spam,sub me if you dont like the song‹¯¨
ham,This is a weird video.‹¯¨
ham,8 million likes xD even the subscribers not 8 million xD‹¯¨
spam,EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!‹¯¨
spam,Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;‹¯¨
ham,This song never gets old love it.‹¯¨
spam,gofundme.com/grwmps‹¯¨
spam,"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post‹¯¨"
ham,#2012bitches‹¯¨
ham,Made in china....‹¯¨
ham,5 milions comentars and 2 bilion views‹¯¨
ham,It is 0 zero‹¯¨
ham,Mix - PSY - GANGNAM STYLE (ˆø?‰????¡Ÿ?¬) M/V: PSY - GANGNAM STYLE (ˆø?‰????¡Ÿ?¬) M/V‹¯¨
ham,This has had over 2 billion views.  Holy shit.‹¯¨
ham,"how can there be 2.124.821.694 views, when im the only person alive after  the zombie apocalypse - greetings, spoderman :)‹¯¨"
spam,Suscribe my channel please‹¯¨
ham,"2,124923004 wiews... wow‹¯¨"
spam,guys please subscribe me to help my channel grow please guys‹¯¨
ham,Great music anyway‹¯¨
ham,PSY - GANGNAM STYLE (ˆø?‰????¡Ÿ?¬) M/V: http://youtu.be/9bZkp7q19f0‹¯¨
ham,"so crazy, over 2 billion views, not US, not Uk, its Korea republic, its  asia‹¯¨"
spam,Discover a beautiful song of A young Moroccan     http://www.linkbucks.com/AcN2g‹¯¨
spam,"Like getting Gift cards..but hate spending the cash.... Try Juno Wallet !!! At Juno Wallet you can earn money for gift cards such as ; Nike, Gamestop,  Amazon , Ebay Etc &amp; its easy  Earn money by doing simple task like watching videos..downloading apps &amp;  you can even earn money by inviting your friends to join...its free for  signup Sign up today &amp; use promo code BD3721315‹¯¨"
ham,Can somebody wake me up when we get to 3 billion views.‹¯¨
ham,PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D‹¯¨
ham,Justin bieber = gay ‹¯¨
ham,You gotta say its funny. well not 2 billion worth funny but still. It  clicked and everything went uphill. At least you don't have JB's shit on  #1.‹¯¨
ham,ƒ?‹? ƒ?‹? ƒ?‹? ƒ?‹? ƒ?‹?ƒ?‹?ƒ?‹?ƒ?‹?‹¯¨
ham,"Ahhh, 2 years ago....‹¯¨"
spam,"Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmiles‹¯¨"
spam,"check out ""starlitnightsky"" channel to see epic videos‹¯¨"
spam,https://www.tsu.co/KodysMan plz ^^‹¯¨
ham,Stupid people... this video doesnt have 2 billion visits. Have 2 thousands  millions‹¯¨
spam,http://www.gcmforex.com/partners/aw.aspx?Task=JoinT2&amp;AffiliateID=9107‹¯¨
spam,check men out i put allot of effort into my music but unfortunatly not many  watch it‹¯¨
spam,pls http://www10.vakinha.com.br/VaquinhaE.aspx?e=313327 help me get vip gun  cross fire al‹¯¨
spam,Add me here...https://www.facebook.com/TLouXmusic‹¯¨
spam,CHECK MY CHANNEL OUT PLEASE. I DO SINGING COVERS‹¯¨
ham,I think this is now a place to promote channels in the comment section lol.‹¯¨
spam,Get free gift cards and pay pal money!‹¯¨
spam,Check out pivot animations in my channel‹¯¨
spam,Follow me on twitter &amp; IG : __killuminati94‹¯¨
spam,Check me out I'm all about gaming ‹¯¨
ham,Oppa! Yeah! Best Song!‹¯¨
spam,More... http://www.sunfrogshirts.com/Sunglass-World.html?24398‹¯¨
spam,https://www.facebook.com/teeLaLaLa‹¯¨
spam,http://www.twitch.tv/zxlightsoutxz‹¯¨
spam,reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes‹¯¨
spam,What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194‹¯¨
spam,"Search ""Chubbz Dinero - Ready Or Not "" Thanks ‹¯¨"
spam,Follow me on Twitter @mscalifornia95‹¯¨
ham,???®??????????¦?????????????????????????????????????????????????????????????????ú???????æ???????ı???ñ???????ø??????????????????????????œ???????????›???­???ÿ???ª??????????????????????????????????????????Ÿ???????????????ƒ?§  every single types of face on earth‹¯¨
ham,ƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ª…????????…??ƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ª ‹¬?‹¬­‹¬?‹¬? ‹¬?‹¬?‹¬?‹¬? ‹¬œ‹¬?‹¬?‹¬?‹¬‹¬?‹¬? ‹¬?‹¬? ‹¬?‹¬­‹¬?‹¬œY ƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ª…????????…??ƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ªƒ?ª‹¯¨
spam,CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!‹¯¨
spam,Incmedia.org where the truth meets you.‹¯¨
spam,look at my channel i make minecraft pe lets play ‹¯¨
ham,I found out this song now‹¯¨
ham,2 BILLION!!!‹¯¨
ham,Song name??‹¯¨
spam,please like : http://www.bubblews.com/news/9277547-peace-and-brotherhood‹¯¨
spam,hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like‹¯¨
spam,http://www.amazon.co.uk/gp/offer-listing/B00ECVF93G/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=UTF8&amp;condition=refurbished&amp;qid=1415297812&amp;sr=8-2 ‹¯¨
ham,"The most watched video on YouTube is Psyƒ??s ƒ??Gangnam Styleƒ?, with 2.1  billion views. PSY - GANGNAM STYLE (ˆø?‰????¡Ÿ?¬) M/V‹¯¨"
spam,Subscribe to me and I'll subscribe back!!!‹¯¨
spam,http://flipagram.com/f/LUkA1QMrhF‹¯¨
spam,For Christmas Song visit my channel! ;)‹¯¨
spam,http://www.gofundme.com/gvr7xg‹¯¨
spam,Subscribe to me i subscribe back!!!! Plus i have a nice ass lol‹¯¨
spam,https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ‹¯¨
spam,https://soundcloud.com/jackal-and-james/wrap-up-the-night‹¯¨
spam,https://www.surveymonkey.com/s/CVHMKLT‹¯¨
spam,Please give us a chance and check out the new music video on our channel!  You won't be disappointed.‹¯¨
spam,Please subscribe to me‹¯¨
ham,"This is the best, funny and viral video of history (youtube) THE TRUE‹¯¨"
spam,Please check out my vidios‹¯¨
ham,OPPA GANGNAM STYLE!!!‹¯¨
ham,"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon  2 BILLION views? BS!‹¯¨"
ham,OPPA &lt;3‹¯¨
ham,It's so funny it's awesomeness lol aaaaaaa sexy lada????‹¯¨
ham,most viewed video in the world‹¯¨
ham,I'm here to check the views.. holy shit‹¯¨
ham,"Dear person reading this, You are beautiful and loving Have a great day‹¯¨"
spam,http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN‹¯¨
spam,Have you tried a new social network TSU? This new social network has a  special thing.You can share the posts as well as on fb and twitter and even  to'll get paid You can registr here:  https://www.tsu.co/WORLDWIDE_LIFE‹¯¨
ham,The Guy in the yellow suit kinda looks like Jae-suk ‹¯¨
spam,"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)‹¯¨"
ham,How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111‹¯¨
ham,WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!‹¯¨
ham,OMG 2/7 People watched this video because there are 7 billion people in the  world and 2 billion watched this‹¯¨
ham,What is he saying?!?!?!?!?!?!?!?$? ‹¯¨
ham,this has so many views‹¯¨
ham,OMG over 2 billion views!‹¯¨
spam,Subscribe to me plz plz plz plz plz plZ ‹¯¨
spam,http://www.twitch.tv/tareko100 Follow him on twitch and enter the keyword  !5800 and you'll have a chance of winning a really nice and expensive gun  for csgo that you can sell on the steam market‹¯¨
ham,"i am 2,126,492,636 viewer :D‹¯¨"
spam,https://www.tsu.co/Aseris get money here !‹¯¨
ham,Fantastic!‹¯¨
ham,The population of world is more than 7 billion‹¯¨
ham,2.126.521.750  views!!!!!!!!!!!!!!!!!‹¯¨
ham,Wow 23 min ago‹¯¨
ham,SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!‹¯¨
ham,P E A C E  &amp;  L O V E  ! !‹¯¨
ham,How can this music video get 2 billion views while im the only one watching  here on earth?????? lol‹¯¨
spam,Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?‹¯¨
spam,subscribe to me :) ‹¯¨
ham,Still the best. :D‹¯¨
ham,The most liked video on YouTube...‹¯¨
ham,Still watching this 2 years later? ‹¯¨
spam,"Hello! I'm kind of new to Youtube, And soon i'm soon going to be making  Launchpad Video's! :D I would really appreciate if i got some subs before i  started so that people can spot me easily! I dont really care about hate  comments so dont bother -_-‹¯¨"
ham,"Lol...I dunno how this joke gets a lot of likes, but whatever. xD‹¯¨"
ham,2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~‹¯¨
ham,GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*‹¯¨
ham,Will this song ever reach 7 Billion Views?‹¯¨
spam,"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.‹¯¨"
ham,"Hello all 29.24% earth population of the world, hope your having a great  day :)‹¯¨"
ham,"Is this the video that started the whole ""got my dick stuck in an elevator""  excuse thing? ‹¯¨"
spam,Can anyone sub to my channel? :D‹¯¨
ham,prehistoric song..has been‹¯¨
ham,You think you're smart?        Headbutt your face.‹¯¨
ham,DISLIKE.. Now one knows REAL music - ex. Enimen ‹¯¨
ham,Loool nice song funny how no one understands (me) and we love it‹¯¨
ham,Like if you came here too see how many views this song has.‹¯¨
ham,We pray for you Little Psy ƒ?­‹¯¨
ham,"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3‹¯¨"
spam, Follow me on Instagram. _chris_cz  ‹¯¨
ham,how is this shit still relevant ‹¯¨
ham,LOL this shit never gets old‹¯¨
ham,What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )‹¯¨
ham,On 0:02 u can see the camera man on his glasses....‹¯¨
ham,this comment is wrong‹¯¨
ham,i hate this music. fucking singer and every koean chainise ana US sucks me dick.‹¯¨
ham,2:05. Hahahahah ‹¯¨
ham,Can we reach 3 billion views by December 2014? ‹¯¨
ham,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants‹¯¨"
ham,"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....‹¯¨"
ham,The Funny Thing Is That this song was made in 2009 but it took 2 years to  get to america.‹¯¨
ham,why I dont see any comments but mine?:/‹¯¨
ham,this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.‹¯¨
ham,I remember when everyone was obsessed with Gangnam Style ????‹¯¨
ham,Remove This video its wank‹¯¨
spam,"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ‹¯¨"
ham,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""‹¯¨"
ham,MANY MEMORIES...........‹¯¨
ham,why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube‹¯¨
ham,"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole song‹¯¨"
ham,"This video is so cool, again and again!‹¯¨"
ham,I am now going to voyage to the first comment...      Tell my family I loved them. ???›‹¯¨
ham,"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ‹¯¨"
ham,With the korean girl more slut and bitch : Hyuna :'33‹¯¨
spam,Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.‹¯¨
ham,Still a very fun music video to watch! ‹¯¨
ham,C'mon 3 billion views!!!!!!!!‹¯¨
spam,"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!‹¯¨"
ham,"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.‹¯¨"
spam,subscribe my chanel‹¯¨
ham,"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg‹¯¨"
ham,LoL‹¯¨
ham,If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.‹¯¨
ham,"9 year olds be like, 'How does this have 2 billion views when there are  only 3 people in the world'‹¯¨"
ham,PSY is a good guy‹¯¨
ham,WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING‹¯¨
spam,https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl‹¯¨
ham,1 millioon dislikesssssssssssssssssssssssssssssssss.............‹¯¨
ham,The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.‹¯¨
